age,language,urban_rural,region,electricity_nearby,piped_water_nearby,sweage_system_nearby,post_office_nearby,school_nearby,soldiers_nearby,customs_checkpoints_nearby,situation_country,situation_personal,armed_forces_trust,courts_law_trust
31,Hausa,Urban,PLATEAU,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
40,Hausa,Urban,PLATEAU,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
35,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
29,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Not at all
37,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Very good,Somewhat,Somewhat
22,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
55,Kanuri,Urban,BORNO,Yes,Yes,No,No,Yes,Yes,No,Fairly Good,Fairly Good,Just a little,Just a little
29,Hausa,Urban,BORNO,Yes,Yes,No,No,Yes,Yes,No,Fairly Bad,Fairly Good,Somewhat,Just a little
27,Other,Urban,BORNO,Yes,Yes,No,No,Yes,Yes,No,Very Bad,Very Bad,Not at all,Not at all
24,Kanuri,Urban,BORNO,Yes,Yes,No,No,Yes,Yes,No,Fairly Good,Very good,Somewhat,Somewhat
52,Hausa,Urban,PLATEAU,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
36,Hausa,Urban,PLATEAU,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Somewhat,Just a little
30,Hausa,Urban,PLATEAU,Yes,No,No,No,Yes,No,No,Fairly Bad,Very Bad,Just a little,Somewhat
30,Hausa,Urban,PLATEAU,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
30,Igbo,Urban,ENUGU,Yes,Yes,Yes,No,Yes,Yes,No,Very Bad,Very Bad,Just a little,Just a little
45,English,Urban,ENUGU,Yes,Yes,Yes,No,Yes,Yes,No,Fairly Bad,Fairly Good,Just a little,A lot
19,English,Urban,ENUGU,Yes,Yes,Yes,No,Yes,Yes,No,Fairly Bad,Neither good nor bad,Not at all,Not at all
70,Igbo,Urban,ENUGU,Yes,Yes,Yes,No,Yes,Yes,No,Very Bad,Very Bad,Somewhat,Somewhat
29,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Very good,Very good,A lot,Somewhat
24,Other,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Very Bad,Very Bad,Somewhat,Just a little
32,Hausa,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Fairly Good,Fairly Bad,Somewhat,Somewhat
42,Hausa,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Very good,Somewhat,Somewhat
21,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,No,No,Very good,Very good,Somewhat,Somewhat
48,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,No,No,Very good,Very good,A lot,A lot
41,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Somewhat
21,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,A lot,Not at all
40,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
23,Igbo,Urban,ENUGU,Yes,Yes,Yes,No,Yes,Yes,No,Very Bad,Very Bad,Somewhat,Not at all
20,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
22,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Neither good nor bad,Very good,Not at all,Not at all
42,Igbo,Urban,ENUGU,Yes,Yes,Yes,No,Yes,Yes,No,Fairly Good,Fairly Good,Not at all,Not at all
24,English,Urban,ENUGU,Yes,Yes,Yes,No,Yes,Yes,No,Fairly Bad,Neither good nor bad,Not at all,Not at all
25,Igbo,Urban,ENUGU,Yes,Yes,Yes,No,Yes,Yes,No,Very good,Fairly Good,Just a little,Don’t know
31,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
19,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
24,Hausa,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Fairly Good,Somewhat,Somewhat
36,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,No,No,Fairly Good,Very good,Somewhat,Just a little
35,Hausa,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Fairly Good,Just a little,Just a little
25,Other,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Very Bad,Very Bad,Just a little,Just a little
21,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Not at all,Not at all
45,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,A lot,A lot
22,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,No,No,Very good,Very good,A lot,Somewhat
27,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
28,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Very good,Very good,A lot,A lot
45,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Just a little,Somewhat
37,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Neither good nor bad,Not at all,Not at all
25,Hausa,Rural,JIGAWA,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
26,Hausa,Rural,JIGAWA,Yes,Yes,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
23,Hausa,Rural,JIGAWA,Yes,Yes,No,No,Yes,No,No,Very good,Very good,A lot,Somewhat
53,Hausa,Rural,JIGAWA,Yes,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Somewhat
30,Hausa,Rural,JIGAWA,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
22,Hausa,Rural,JIGAWA,Yes,Yes,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
21,Hausa,Rural,JIGAWA,Yes,Yes,No,No,Yes,No,No,Very good,Very good,A lot,A lot
30,Yoruba,Urban,LAGOS,Yes,Yes,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Not at all,Not at all
20,Hausa,Rural,JIGAWA,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,A lot
41,Yoruba,Urban,LAGOS,Yes,Yes,No,No,Yes,No,No,Very Bad,Fairly Good,Somewhat,Somewhat
39,English,Urban,LAGOS,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
42,Yoruba,Urban,LAGOS,Yes,Yes,No,No,Yes,No,No,Neither good nor bad,Very Bad,Not at all,Not at all
39,Hausa,Urban,JIGAWA,No,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
28,Hausa,Urban,JIGAWA,No,Yes,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
50,Hausa,Urban,JIGAWA,No,Yes,No,No,Yes,No,No,Very good,Very good,A lot,A lot
25,Hausa,Urban,JIGAWA,No,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
24,Hausa,Urban,JIGAWA,No,Yes,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
39,Hausa,Urban,JIGAWA,No,Yes,No,No,Yes,No,No,Very good,Very good,Somewhat,Just a little
44,Yoruba,Urban,LAGOS,Yes,Yes,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Not at all
28,Yoruba,Urban,LAGOS,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
48,English,Urban,LAGOS,Yes,Yes,No,No,Yes,No,No,Very Bad,Neither good nor bad,Somewhat,Just a little
27,Yoruba,Urban,LAGOS,Yes,Yes,No,No,Yes,No,No,Very Bad,Fairly Bad,Somewhat,Just a little
19,Hausa,Urban,JIGAWA,No,Yes,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
40,Hausa,Urban,JIGAWA,No,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
35,Kanuri,Urban,BORNO,Yes,Yes,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Just a little
51,Hausa,Urban,BORNO,Yes,Yes,No,No,Yes,No,No,Fairly Good,Fairly Bad,Somewhat,Somewhat
55,Kanuri,Urban,BORNO,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,Somewhat
42,Kanuri,Urban,BORNO,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Not at all,Not at all
59,Igbo,Urban,ENUGU,Yes,No,Yes,Yes,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
46,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,Yes,No,Very Bad,Fairly Bad,Just a little,Not at all
35,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,Yes,No,Very Bad,Very Bad,Somewhat,Just a little
25,Isoko,Urban,LAGOS,Yes,No,No,No,Yes,Yes,No,Fairly Good,Very good,Somewhat,Not at all
35,English,Urban,LAGOS,Yes,No,No,No,Yes,Yes,No,Very Bad,Neither good nor bad,Not at all,Not at all
45,Igbo,Urban,ENUGU,Yes,No,Yes,Yes,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
34,Igbo,Urban,ENUGU,Yes,No,Yes,Yes,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
58,English,Urban,ENUGU,Yes,No,Yes,Yes,Yes,No,No,Fairly Good,Fairly Bad,Not at all,Just a little
25,Kanuri,Urban,BORNO,Yes,Yes,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
19,Kanuri,Urban,BORNO,Yes,Yes,No,No,Yes,No,No,Very Bad,Fairly Good,Somewhat,Somewhat
22,Kanuri,Urban,BORNO,Yes,Yes,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
43,Igbo,Urban,LAGOS,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Neither good nor bad,Just a little,Not at all
28,Hausa,Urban,BORNO,Yes,Yes,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,Somewhat
30,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,Yes,No,Very Bad,Fairly Good,Somewhat,Just a little
52,Edo,Urban,LAGOS,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Fairly Good,Just a little,Somewhat
28,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,Yes,No,Very Bad,Fairly Bad,Not at all,Not at all
70,Igbo,Urban,ENUGU,Yes,No,Yes,Yes,Yes,No,No,Very good,Very good,Somewhat,Not at all
26,English,Urban,ENUGU,Yes,No,Yes,Yes,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
48,Igbo,Urban,ENUGU,Yes,No,Yes,Yes,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
27,Igbo,Urban,ENUGU,Yes,No,Yes,Yes,Yes,No,No,Very Bad,Fairly Good,Just a little,Just a little
21,Kanuri,Rural,JIGAWA,No,Yes,No,No,Yes,Yes,No,Fairly Good,Very good,Somewhat,Just a little
35,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very good,Fairly Good,Not at all,Not at all
48,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,Yes,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
40,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,Yes,No,Very good,Fairly Good,Not at all,Just a little
32,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
55,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
27,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very good,Very good,Somewhat,Somewhat
24,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,Yes,No,Very good,Very good,A lot,Don’t know
28,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
20,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Very good,Very good,A lot,A lot
27,Ebira,Urban,BORNO,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Somewhat
19,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
38,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,Yes,No,Fairly Good,Neither good nor bad,A lot,Just a little
26,Kanuri,Rural,JIGAWA,No,Yes,No,No,Yes,Yes,No,Neither good nor bad,Neither good nor bad,Somewhat,Somewhat
29,English,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
31,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,Yes,No,Very good,Very good,A lot,Don’t know
27,Hausa,Rural,JIGAWA,No,Yes,No,No,Yes,Yes,No,Fairly Good,Very good,Somewhat,A lot
32,Igbo,Urban,BORNO,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
18,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,Somewhat
40,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Somewhat,Just a little
35,Ebira,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very good,Very good,Not at all,Not at all
66,Yoruba,Urban,LAGOS,Yes,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,Somewhat
40,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
21,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Somewhat,Somewhat
19,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
23,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
30,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
36,English,Urban,LAGOS,Yes,No,No,Yes,Yes,Yes,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
56,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,Yes,No,Very Bad,Very Bad,Not at all,Not at all
30,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,A lot,Somewhat
21,Igbo,Rural,ENUGU,Yes,No,No,No,Can't determine,No,No,Neither good nor bad,Fairly Bad,Just a little,Just a little
26,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Somewhat
48,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,Yes,No,Fairly Bad,Very good,Just a little,Somewhat
54,Igbo,Rural,ENUGU,Yes,No,No,No,Can't determine,No,No,Very Bad,Very Bad,Somewhat,Not at all
38,English,Rural,ENUGU,Yes,No,No,No,Can't determine,No,No,Very Bad,Very Bad,Not at all,Not at all
34,Igbo,Rural,ENUGU,Yes,No,No,No,Can't determine,No,No,Very Bad,Very Bad,Just a little,Not at all
38,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,Yes,No,Very Bad,Very Bad,Not at all,Not at all
23,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
35,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,A lot,A lot
24,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Very good,Somewhat,Somewhat
39,Nupe,Urban,LAGOS,Yes,No,No,Yes,Yes,Yes,No,Fairly Bad,Neither good nor bad,Somewhat,Somewhat
43,English,Rural,ENUGU,Yes,No,No,No,Can't determine,No,No,Very Bad,Fairly Bad,Not at all,Not at all
26,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,Yes,No,Very Bad,Very Bad,Somewhat,Somewhat
45,Igbo,Rural,ENUGU,Yes,No,No,No,Can't determine,No,No,Very Bad,Fairly Bad,Not at all,Somewhat
28,Igbo,Urban,LAGOS,Yes,No,No,Yes,Yes,Yes,No,Very Bad,Neither good nor bad,Just a little,Just a little
58,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,Yes,No,Very Bad,Fairly Bad,Somewhat,Just a little
19,Igbo,Rural,ENUGU,Yes,No,No,No,Can't determine,No,No,Neither good nor bad,Very Bad,Somewhat,Somewhat
54,Igbo,Rural,ENUGU,Yes,No,No,No,Can't determine,No,No,Very Bad,Very Bad,Just a little,Somewhat
28,Other,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Fairly Bad,Somewhat,Not at all
41,Hausa,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Fairly Good,Very Bad,Somewhat,Somewhat
40,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Very Bad,Very Bad,Just a little,Just a little
38,Hausa,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Very good,Somewhat,Just a little
30,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,Somewhat,Just a little
35,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Fairly Bad,Neither good nor bad,Not at all,Not at all
32,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,Somewhat
55,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,Not at all,Somewhat
25,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Very good,Very good,Just a little,Just a little
29,Kanuri,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Very Bad,Fairly Good,Somewhat,Somewhat
25,Hausa,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Fairly Good,Fairly Good,A lot,Somewhat
33,Ebira,Urban,BORNO,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Fairly Bad,A lot,A lot
25,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
32,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Fairly Good,Very good,Somewhat,Just a little
22,English,Urban,ENUGU,No,No,No,No,No,No,No,Fairly Bad,Neither good nor bad,Somewhat,Just a little
26,Igbo,Urban,ENUGU,No,No,No,No,No,No,No,Very Bad,Very Bad,Somewhat,Somewhat
40,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,A lot,Not at all
54,Igbo,Urban,ENUGU,No,No,No,No,No,No,No,Very Bad,Very Bad,Not at all,Just a little
20,English,Urban,ENUGU,No,No,No,No,No,No,No,Very Bad,Fairly Bad,Somewhat,Don’t know
36,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Very Bad,Fairly Bad,Not at all,Not at all
37,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Very good,A lot,Somewhat
22,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Somewhat,Somewhat
20,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,Somewhat
24,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Very good,Very good,A lot,A lot
35,Igbo,Urban,ENUGU,No,No,No,No,No,No,No,Very Bad,Fairly Bad,Somewhat,Not at all
36,English,Urban,ENUGU,No,No,No,No,No,No,No,Very Bad,Very Bad,Somewhat,Somewhat
38,Igbo,Urban,ENUGU,No,No,No,No,No,No,No,Very Bad,Very Bad,Not at all,Not at all
41,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
50,Igbo,Urban,ENUGU,No,No,No,No,No,No,No,Very Bad,Very Bad,A lot,Somewhat
25,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
18,Fulani,Rural,JIGAWA,No,No,No,No,Yes,No,No,Neither good nor bad,Very good,A lot,A lot
36,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,A lot
31,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
32,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Somewhat,Just a little
32,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
30,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
48,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
20,Igbo,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Fairly Good,Neither good nor bad,Not at all,Not at all
53,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
57,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
34,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
26,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Just a little
23,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
45,English,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Fairly Bad,Neither good nor bad,Not at all,Just a little
40,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
19,Yoruba,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Fairly Bad,Very good,Somewhat,Just a little
50,English,Urban,LAGOS,Yes,No,No,Yes,Yes,No,No,Very Bad,Neither good nor bad,Somewhat,Somewhat
22,Hausa,Rural,JIGAWA,No,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,Just a little
47,Hausa,Urban,KANO,No,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,A lot
23,Hausa,Urban,KANO,No,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Somewhat
27,Hausa,Urban,KANO,No,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
48,Hausa,Urban,KANO,No,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
29,Hausa,Urban,KANO,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,A lot,Don’t know
37,Hausa,Urban,KANO,No,No,No,No,Yes,No,No,Very good,Very good,Somewhat,Somewhat
45,Hausa,Urban,KANO,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,A lot,Somewhat
21,Hausa,Urban,KANO,No,No,No,No,Yes,No,No,Very good,Very good,A lot,A lot
